21/05/15 04:00:25 1024.139943406208832 DEBUG utils.debug_sql (0.002) SELECT @@SQL_AUTO_IS_NULL; args=None
21/05/15 04:00:25 1024.139943406208832 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/05/15 04:00:25 1024.139943406208832 DEBUG utils.debug_sql (0.004) SHOW FULL TABLES; args=None
21/05/15 04:00:25 1024.139943406208832 DEBUG utils.debug_sql (0.004) SELECT `django_migrations`.`id`, `django_migrations`.`app`, `django_migrations`.`name`, `django_migrations`.`applied` FROM `django_migrations`; args=()
21/05/15 04:00:27 1523.139990576719680 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/05/15 04:00:27 1523.139990576719680 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/05/15 04:00:27 1523.139990576719680 DEBUG utils.debug_sql (0.000) SHOW FULL TABLES; args=None
21/05/15 04:00:27 1523.139990576719680 DEBUG utils.debug_sql (0.004) SELECT `django_migrations`.`id`, `django_migrations`.`app`, `django_migrations`.`name`, `django_migrations`.`applied` FROM `django_migrations`; args=()
21/05/15 11:22:55 1523.139990298261248 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/05/15 11:22:55 1523.139990298261248 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/05/15 11:22:55 1523.139990298261248 DEBUG utils.debug_sql (0.004) SELECT `wechat_user`.`id`, `wechat_user`.`create_time`, `wechat_user`.`modify_time`, `wechat_user`.`delete_status`, `wechat_user`.`remark`, `wechat_user`.`openid`, `wechat_user`.`unionid`, `wechat_user`.`session_key`, `wechat_user`.`nickname`, `wechat_user`.`gender`, `wechat_user`.`language`, `wechat_user`.`country`, `wechat_user`.`province`, `wechat_user`.`city`, `wechat_user`.`avatarurl`, `wechat_user`.`mobile` FROM `wechat_user` WHERE (NOT `wechat_user`.`delete_status` AND `wechat_user`.`openid` = 'ohDZg5YzTOrRuO1-vwi8pTG0W4aY') LIMIT 21; args=('ohDZg5YzTOrRuO1-vwi8pTG0W4aY',)
21/05/15 11:22:55 1523.139990298261248 DEBUG utils.debug_sql (0.003) UPDATE `wechat_user` SET `modify_time` = '2021-05-15 03:22:55.255484', `session_key` = '4tjoTE6JkmXvafvIbXv+YA==' WHERE `wechat_user`.`id` = 124; args=('2021-05-15 03:22:55.255484', '4tjoTE6JkmXvafvIbXv+YA==', 124)
21/05/15 11:22:55 1523.139990298261248 DEBUG utils.debug_sql (0.000) SELECT `wechat_user`.`id`, `wechat_user`.`create_time`, `wechat_user`.`modify_time`, `wechat_user`.`delete_status`, `wechat_user`.`remark`, `wechat_user`.`openid`, `wechat_user`.`unionid`, `wechat_user`.`session_key`, `wechat_user`.`nickname`, `wechat_user`.`gender`, `wechat_user`.`language`, `wechat_user`.`country`, `wechat_user`.`province`, `wechat_user`.`city`, `wechat_user`.`avatarurl`, `wechat_user`.`mobile` FROM `wechat_user` WHERE (NOT `wechat_user`.`delete_status` AND `wechat_user`.`openid` IN ('ohDZg5YzTOrRuO1-vwi8pTG0W4aY')); args=('ohDZg5YzTOrRuO1-vwi8pTG0W4aY',)
21/05/15 11:22:55 1523.139990298261248 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/05/15 11:22:55 1523.139990298261248 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/05/15 11:22:55 1523.139990298261248 DEBUG utils.debug_sql (0.001) SELECT `wechat_user`.`id`, `wechat_user`.`create_time`, `wechat_user`.`modify_time`, `wechat_user`.`delete_status`, `wechat_user`.`remark`, `wechat_user`.`openid`, `wechat_user`.`unionid`, `wechat_user`.`session_key`, `wechat_user`.`nickname`, `wechat_user`.`gender`, `wechat_user`.`language`, `wechat_user`.`country`, `wechat_user`.`province`, `wechat_user`.`city`, `wechat_user`.`avatarurl`, `wechat_user`.`mobile` FROM `wechat_user` WHERE (NOT `wechat_user`.`delete_status` AND `wechat_user`.`id` IN (124)); args=(124,)
21/05/15 11:22:55 1523.139990298261248 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/05/15 11:22:55 1523.139990298261248 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/05/15 11:22:55 1523.139990298261248 DEBUG utils.debug_sql (0.002) SELECT `meetings_room`.`id`, `meetings_room`.`create_time`, `meetings_room`.`modify_time`, `meetings_room`.`delete_status`, `meetings_room`.`remark`, `meetings_room`.`name`, `meetings_room`.`description`, `meetings_room`.`create_user_id`, `meetings_room`.`qr_code`, `meetings_room`.`create_user_manager` FROM `meetings_room` WHERE (NOT `meetings_room`.`delete_status` AND `meetings_room`.`create_user_id` = 124); args=(124,)
21/05/15 11:22:56 1523.139990298261248 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/05/15 11:22:56 1523.139990298261248 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
