21/06/19 04:00:25 1019.140155729344320 DEBUG utils.debug_sql (0.002) SELECT @@SQL_AUTO_IS_NULL; args=None
21/06/19 04:00:25 1019.140155729344320 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/06/19 04:00:25 1019.140155729344320 DEBUG utils.debug_sql (0.005) SHOW FULL TABLES; args=None
21/06/19 04:00:25 1019.140155729344320 DEBUG utils.debug_sql (0.004) SELECT `django_migrations`.`id`, `django_migrations`.`app`, `django_migrations`.`name`, `django_migrations`.`applied` FROM `django_migrations`; args=()
21/06/19 04:00:27 1561.140571761243968 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/06/19 04:00:27 1561.140571761243968 DEBUG utils.debug_sql (0.004) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/06/19 04:00:27 1561.140571761243968 DEBUG utils.debug_sql (0.001) SHOW FULL TABLES; args=None
21/06/19 04:00:27 1561.140571761243968 DEBUG utils.debug_sql (0.001) SELECT `django_migrations`.`id`, `django_migrations`.`app`, `django_migrations`.`name`, `django_migrations`.`applied` FROM `django_migrations`; args=()
21/06/19 20:41:11 1561.140571557852928 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/06/19 20:41:11 1561.140571557852928 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/06/19 20:41:11 1561.140571557852928 DEBUG utils.debug_sql (0.003) SELECT `wechat_user`.`id`, `wechat_user`.`create_time`, `wechat_user`.`modify_time`, `wechat_user`.`delete_status`, `wechat_user`.`remark`, `wechat_user`.`openid`, `wechat_user`.`unionid`, `wechat_user`.`session_key`, `wechat_user`.`nickname`, `wechat_user`.`gender`, `wechat_user`.`language`, `wechat_user`.`country`, `wechat_user`.`province`, `wechat_user`.`city`, `wechat_user`.`avatarurl`, `wechat_user`.`mobile` FROM `wechat_user` WHERE (NOT `wechat_user`.`delete_status` AND `wechat_user`.`openid` = 'ohDZg5drERqnjP_xCqxZoNX51mKk') LIMIT 21; args=('ohDZg5drERqnjP_xCqxZoNX51mKk',)
21/06/19 20:41:11 1561.140571557852928 DEBUG utils.debug_sql (0.003) UPDATE `wechat_user` SET `modify_time` = '2021-06-19 12:41:11.455923', `session_key` = 'USThDZQD/DVcHBUl9KoVjQ==' WHERE `wechat_user`.`id` = 168; args=('2021-06-19 12:41:11.455923', 'USThDZQD/DVcHBUl9KoVjQ==', 168)
