21/06/08 04:00:27 1047.140618376255296 DEBUG utils.debug_sql (0.003) SELECT @@SQL_AUTO_IS_NULL; args=None
21/06/08 04:00:27 1047.140618376255296 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/06/08 04:00:27 1047.140618376255296 DEBUG utils.debug_sql (0.004) SHOW FULL TABLES; args=None
21/06/08 04:00:27 1047.140618376255296 DEBUG utils.debug_sql (0.007) SELECT `django_migrations`.`id`, `django_migrations`.`app`, `django_migrations`.`name`, `django_migrations`.`applied` FROM `django_migrations`; args=()
21/06/08 04:00:30 1533.140466011273024 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/06/08 04:00:30 1533.140466011273024 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/06/08 04:00:30 1533.140466011273024 DEBUG utils.debug_sql (0.001) SHOW FULL TABLES; args=None
21/06/08 04:00:30 1533.140466011273024 DEBUG utils.debug_sql (0.001) SELECT `django_migrations`.`id`, `django_migrations`.`app`, `django_migrations`.`name`, `django_migrations`.`applied` FROM `django_migrations`; args=()
21/06/08 09:34:09 1533.140465819420416 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/06/08 09:34:09 1533.140465819420416 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/06/08 09:34:09 1533.140465819420416 DEBUG utils.debug_sql (0.002) SELECT `wechat_user`.`id`, `wechat_user`.`create_time`, `wechat_user`.`modify_time`, `wechat_user`.`delete_status`, `wechat_user`.`remark`, `wechat_user`.`openid`, `wechat_user`.`unionid`, `wechat_user`.`session_key`, `wechat_user`.`nickname`, `wechat_user`.`gender`, `wechat_user`.`language`, `wechat_user`.`country`, `wechat_user`.`province`, `wechat_user`.`city`, `wechat_user`.`avatarurl`, `wechat_user`.`mobile` FROM `wechat_user` WHERE (NOT `wechat_user`.`delete_status` AND `wechat_user`.`openid` = 'ohDZg5aCzWTcHowemUqLmpHlDRq8') LIMIT 21; args=('ohDZg5aCzWTcHowemUqLmpHlDRq8',)
21/06/08 09:34:09 1533.140465819420416 DEBUG utils.debug_sql (0.000) SELECT VERSION(); args=None
21/06/08 09:34:10 1533.140465819420416 DEBUG utils.debug_sql (0.001) INSERT INTO `wechat_user` (`create_time`, `modify_time`, `delete_status`, `remark`, `openid`, `unionid`, `session_key`, `nickname`, `gender`, `language`, `country`, `province`, `city`, `avatarurl`, `mobile`) VALUES ('2021-06-08 01:34:09.999107', '2021-06-08 01:34:09.999174', 0, '', 'ohDZg5aCzWTcHowemUqLmpHlDRq8', '', '', '', 0, '', '', '', '', '', ''); args=['2021-06-08 01:34:09.999107', '2021-06-08 01:34:09.999174', False, '', 'ohDZg5aCzWTcHowemUqLmpHlDRq8', '', '', '', 0, '', '', '', '', '', '']
21/06/08 09:34:10 1533.140465819420416 DEBUG utils.debug_sql (0.001) UPDATE `wechat_user` SET `create_time` = '2021-06-08 01:34:09.999107', `modify_time` = '2021-06-08 01:34:10.003534', `session_key` = 'hVCgrebhOUwL+bjFY00u9A==' WHERE `wechat_user`.`id` = 221; args=('2021-06-08 01:34:09.999107', '2021-06-08 01:34:10.003534', 'hVCgrebhOUwL+bjFY00u9A==', 221)
21/06/08 09:34:10 1533.140465819420416 DEBUG utils.debug_sql (0.000) SELECT `wechat_user`.`id`, `wechat_user`.`create_time`, `wechat_user`.`modify_time`, `wechat_user`.`delete_status`, `wechat_user`.`remark`, `wechat_user`.`openid`, `wechat_user`.`unionid`, `wechat_user`.`session_key`, `wechat_user`.`nickname`, `wechat_user`.`gender`, `wechat_user`.`language`, `wechat_user`.`country`, `wechat_user`.`province`, `wechat_user`.`city`, `wechat_user`.`avatarurl`, `wechat_user`.`mobile` FROM `wechat_user` WHERE (NOT `wechat_user`.`delete_status` AND `wechat_user`.`openid` IN ('ohDZg5aCzWTcHowemUqLmpHlDRq8')); args=('ohDZg5aCzWTcHowemUqLmpHlDRq8',)
21/06/08 09:34:10 1533.140465819420416 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/06/08 09:34:10 1533.140465819420416 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
