21/06/29 04:00:28 983.139663340103488 DEBUG utils.debug_sql (0.003) SELECT @@SQL_AUTO_IS_NULL; args=None
21/06/29 04:00:28 983.139663340103488 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/06/29 04:00:28 983.139663340103488 DEBUG utils.debug_sql (0.004) SHOW FULL TABLES; args=None
21/06/29 04:00:28 983.139663340103488 DEBUG utils.debug_sql (0.008) SELECT `django_migrations`.`id`, `django_migrations`.`app`, `django_migrations`.`name`, `django_migrations`.`applied` FROM `django_migrations`; args=()
21/06/29 04:00:31 1515.139896149145408 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/06/29 04:00:31 1515.139896149145408 DEBUG utils.debug_sql (0.004) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/06/29 04:00:31 1515.139896149145408 DEBUG utils.debug_sql (0.001) SHOW FULL TABLES; args=None
21/06/29 04:00:31 1515.139896149145408 DEBUG utils.debug_sql (0.001) SELECT `django_migrations`.`id`, `django_migrations`.`app`, `django_migrations`.`name`, `django_migrations`.`applied` FROM `django_migrations`; args=()
21/06/29 04:49:26 1515.139895957292800 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/06/29 04:49:26 1515.139895957292800 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/06/29 04:49:26 1515.139895957292800 DEBUG utils.debug_sql (0.002) SELECT `wechat_user`.`id`, `wechat_user`.`create_time`, `wechat_user`.`modify_time`, `wechat_user`.`delete_status`, `wechat_user`.`remark`, `wechat_user`.`openid`, `wechat_user`.`unionid`, `wechat_user`.`session_key`, `wechat_user`.`nickname`, `wechat_user`.`gender`, `wechat_user`.`language`, `wechat_user`.`country`, `wechat_user`.`province`, `wechat_user`.`city`, `wechat_user`.`avatarurl`, `wechat_user`.`mobile` FROM `wechat_user` WHERE (NOT `wechat_user`.`delete_status` AND `wechat_user`.`openid` = 'ohDZg5RX768Okyu2LCVBZZLP_hcU') LIMIT 21; args=('ohDZg5RX768Okyu2LCVBZZLP_hcU',)
21/06/29 04:49:26 1515.139895957292800 DEBUG utils.debug_sql (0.000) SELECT VERSION(); args=None
21/06/29 04:49:26 1515.139895957292800 DEBUG utils.debug_sql (0.001) INSERT INTO `wechat_user` (`create_time`, `modify_time`, `delete_status`, `remark`, `openid`, `unionid`, `session_key`, `nickname`, `gender`, `language`, `country`, `province`, `city`, `avatarurl`, `mobile`) VALUES ('2021-06-28 20:49:26.969486', '2021-06-28 20:49:26.969549', 0, '', 'ohDZg5RX768Okyu2LCVBZZLP_hcU', '', '', '', 0, '', '', '', '', '', ''); args=['2021-06-28 20:49:26.969486', '2021-06-28 20:49:26.969549', False, '', 'ohDZg5RX768Okyu2LCVBZZLP_hcU', '', '', '', 0, '', '', '', '', '', '']
21/06/29 04:49:26 1515.139895957292800 DEBUG utils.debug_sql (0.001) UPDATE `wechat_user` SET `create_time` = '2021-06-28 20:49:26.969486', `modify_time` = '2021-06-28 20:49:26.973403', `session_key` = 'THoIOCIu1I6ltd8sK2fqQQ==' WHERE `wechat_user`.`id` = 233; args=('2021-06-28 20:49:26.969486', '2021-06-28 20:49:26.973403', 'THoIOCIu1I6ltd8sK2fqQQ==', 233)
21/06/29 04:49:26 1515.139895957292800 DEBUG utils.debug_sql (0.000) SELECT `wechat_user`.`id`, `wechat_user`.`create_time`, `wechat_user`.`modify_time`, `wechat_user`.`delete_status`, `wechat_user`.`remark`, `wechat_user`.`openid`, `wechat_user`.`unionid`, `wechat_user`.`session_key`, `wechat_user`.`nickname`, `wechat_user`.`gender`, `wechat_user`.`language`, `wechat_user`.`country`, `wechat_user`.`province`, `wechat_user`.`city`, `wechat_user`.`avatarurl`, `wechat_user`.`mobile` FROM `wechat_user` WHERE (NOT `wechat_user`.`delete_status` AND `wechat_user`.`openid` IN ('ohDZg5RX768Okyu2LCVBZZLP_hcU')); args=('ohDZg5RX768Okyu2LCVBZZLP_hcU',)
21/06/29 13:10:57 1515.139895957292800 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/06/29 13:10:57 1515.139895957292800 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/06/29 13:10:57 1515.139895957292800 DEBUG utils.debug_sql (0.001) SELECT `wechat_user`.`id`, `wechat_user`.`create_time`, `wechat_user`.`modify_time`, `wechat_user`.`delete_status`, `wechat_user`.`remark`, `wechat_user`.`openid`, `wechat_user`.`unionid`, `wechat_user`.`session_key`, `wechat_user`.`nickname`, `wechat_user`.`gender`, `wechat_user`.`language`, `wechat_user`.`country`, `wechat_user`.`province`, `wechat_user`.`city`, `wechat_user`.`avatarurl`, `wechat_user`.`mobile` FROM `wechat_user` WHERE (NOT `wechat_user`.`delete_status` AND `wechat_user`.`openid` = 'ohDZg5SROvTtFpK3hlrCQHoafVic') LIMIT 21; args=('ohDZg5SROvTtFpK3hlrCQHoafVic',)
21/06/29 13:10:57 1515.139895957292800 DEBUG utils.debug_sql (0.001) UPDATE `wechat_user` SET `modify_time` = '2021-06-29 05:10:57.942219', `session_key` = 'MpADj72j7HAVAZsGaKUSlg==' WHERE `wechat_user`.`id` = 126; args=('2021-06-29 05:10:57.942219', 'MpADj72j7HAVAZsGaKUSlg==', 126)
21/06/29 13:10:57 1515.139895957292800 DEBUG utils.debug_sql (0.000) SELECT `wechat_user`.`id`, `wechat_user`.`create_time`, `wechat_user`.`modify_time`, `wechat_user`.`delete_status`, `wechat_user`.`remark`, `wechat_user`.`openid`, `wechat_user`.`unionid`, `wechat_user`.`session_key`, `wechat_user`.`nickname`, `wechat_user`.`gender`, `wechat_user`.`language`, `wechat_user`.`country`, `wechat_user`.`province`, `wechat_user`.`city`, `wechat_user`.`avatarurl`, `wechat_user`.`mobile` FROM `wechat_user` WHERE (NOT `wechat_user`.`delete_status` AND `wechat_user`.`openid` IN ('ohDZg5SROvTtFpK3hlrCQHoafVic')); args=('ohDZg5SROvTtFpK3hlrCQHoafVic',)
21/06/29 13:10:58 1515.139895957292800 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/06/29 13:10:58 1515.139895957292800 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/06/29 13:10:58 1515.139895957292800 DEBUG utils.debug_sql (0.001) SELECT `wechat_user`.`id`, `wechat_user`.`create_time`, `wechat_user`.`modify_time`, `wechat_user`.`delete_status`, `wechat_user`.`remark`, `wechat_user`.`openid`, `wechat_user`.`unionid`, `wechat_user`.`session_key`, `wechat_user`.`nickname`, `wechat_user`.`gender`, `wechat_user`.`language`, `wechat_user`.`country`, `wechat_user`.`province`, `wechat_user`.`city`, `wechat_user`.`avatarurl`, `wechat_user`.`mobile` FROM `wechat_user` WHERE (NOT `wechat_user`.`delete_status` AND `wechat_user`.`id` IN (126)); args=(126,)
21/06/29 13:10:58 1515.139895957292800 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/06/29 13:10:58 1515.139895957292800 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/06/29 13:10:58 1515.139895957292800 DEBUG utils.debug_sql (0.001) SELECT `meetings_room`.`id`, `meetings_room`.`create_time`, `meetings_room`.`modify_time`, `meetings_room`.`delete_status`, `meetings_room`.`remark`, `meetings_room`.`name`, `meetings_room`.`description`, `meetings_room`.`create_user_id`, `meetings_room`.`qr_code`, `meetings_room`.`create_user_manager` FROM `meetings_room` WHERE (NOT `meetings_room`.`delete_status` AND `meetings_room`.`create_user_id` = 126); args=(126,)
21/06/29 13:10:58 1515.139895957292800 DEBUG utils.debug_sql (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
21/06/29 13:10:58 1515.139895957292800 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
