21/05/14 04:00:27 1113.140680186611520 DEBUG utils.debug_sql (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
21/05/14 04:00:27 1113.140680186611520 DEBUG utils.debug_sql (0.002) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/05/14 04:00:27 1113.140680186611520 DEBUG utils.debug_sql (0.005) SHOW FULL TABLES; args=None
21/05/14 04:00:27 1113.140680186611520 DEBUG utils.debug_sql (0.008) SELECT `django_migrations`.`id`, `django_migrations`.`app`, `django_migrations`.`name`, `django_migrations`.`applied` FROM `django_migrations`; args=()
21/05/14 04:00:29 1528.139895948093248 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/05/14 04:00:29 1528.139895948093248 DEBUG utils.debug_sql (0.004) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/05/14 04:00:29 1528.139895948093248 DEBUG utils.debug_sql (0.001) SHOW FULL TABLES; args=None
21/05/14 04:00:29 1528.139895948093248 DEBUG utils.debug_sql (0.001) SELECT `django_migrations`.`id`, `django_migrations`.`app`, `django_migrations`.`name`, `django_migrations`.`applied` FROM `django_migrations`; args=()
21/05/14 12:17:17 1528.139895674763008 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/05/14 12:17:17 1528.139895674763008 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/05/14 12:17:17 1528.139895674763008 DEBUG utils.debug_sql (0.002) SELECT `wechat_user`.`id`, `wechat_user`.`create_time`, `wechat_user`.`modify_time`, `wechat_user`.`delete_status`, `wechat_user`.`remark`, `wechat_user`.`openid`, `wechat_user`.`unionid`, `wechat_user`.`session_key`, `wechat_user`.`nickname`, `wechat_user`.`gender`, `wechat_user`.`language`, `wechat_user`.`country`, `wechat_user`.`province`, `wechat_user`.`city`, `wechat_user`.`avatarurl`, `wechat_user`.`mobile` FROM `wechat_user` WHERE (NOT `wechat_user`.`delete_status` AND `wechat_user`.`openid` = 'ohDZg5Tv2WIW9KAeWPJgRcb9IK_M') LIMIT 21; args=('ohDZg5Tv2WIW9KAeWPJgRcb9IK_M',)
21/05/14 12:17:17 1528.139895674763008 DEBUG utils.debug_sql (0.001) UPDATE `wechat_user` SET `modify_time` = '2021-05-14 04:17:17.666821', `session_key` = '9MRY/5E+xAn0r7ISsRTzqQ==' WHERE `wechat_user`.`id` = 135; args=('2021-05-14 04:17:17.666821', '9MRY/5E+xAn0r7ISsRTzqQ==', 135)
21/05/14 12:17:17 1528.139895674763008 DEBUG utils.debug_sql (0.000) SELECT `wechat_user`.`id`, `wechat_user`.`create_time`, `wechat_user`.`modify_time`, `wechat_user`.`delete_status`, `wechat_user`.`remark`, `wechat_user`.`openid`, `wechat_user`.`unionid`, `wechat_user`.`session_key`, `wechat_user`.`nickname`, `wechat_user`.`gender`, `wechat_user`.`language`, `wechat_user`.`country`, `wechat_user`.`province`, `wechat_user`.`city`, `wechat_user`.`avatarurl`, `wechat_user`.`mobile` FROM `wechat_user` WHERE (NOT `wechat_user`.`delete_status` AND `wechat_user`.`openid` IN ('ohDZg5Tv2WIW9KAeWPJgRcb9IK_M')); args=('ohDZg5Tv2WIW9KAeWPJgRcb9IK_M',)
21/05/14 12:17:27 1528.139895756474112 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/05/14 12:17:27 1528.139895756474112 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
