21/06/02 09:03:02 1065.140300150007616 DEBUG utils.debug_sql (0.003) SELECT @@SQL_AUTO_IS_NULL; args=None
21/06/02 09:03:02 1065.140300150007616 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/06/02 09:03:02 1065.140300150007616 DEBUG utils.debug_sql (0.004) SHOW FULL TABLES; args=None
21/06/02 09:03:02 1065.140300150007616 DEBUG utils.debug_sql (0.011) SELECT `django_migrations`.`id`, `django_migrations`.`app`, `django_migrations`.`name`, `django_migrations`.`applied` FROM `django_migrations`; args=()
21/06/02 09:03:03 1408.139740520605504 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/06/02 09:03:03 1408.139740520605504 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/06/02 09:03:03 1408.139740520605504 DEBUG utils.debug_sql (0.001) SHOW FULL TABLES; args=None
21/06/02 09:03:03 1408.139740520605504 DEBUG utils.debug_sql (0.001) SELECT `django_migrations`.`id`, `django_migrations`.`app`, `django_migrations`.`name`, `django_migrations`.`applied` FROM `django_migrations`; args=()
21/06/02 09:05:18 1408.139740328752896 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/06/02 09:05:18 1408.139740328752896 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/06/02 09:05:18 1408.139740328752896 DEBUG utils.debug_sql (0.002) SELECT `wechat_user`.`id`, `wechat_user`.`create_time`, `wechat_user`.`modify_time`, `wechat_user`.`delete_status`, `wechat_user`.`remark`, `wechat_user`.`openid`, `wechat_user`.`unionid`, `wechat_user`.`session_key`, `wechat_user`.`nickname`, `wechat_user`.`gender`, `wechat_user`.`language`, `wechat_user`.`country`, `wechat_user`.`province`, `wechat_user`.`city`, `wechat_user`.`avatarurl`, `wechat_user`.`mobile` FROM `wechat_user` WHERE (NOT `wechat_user`.`delete_status` AND `wechat_user`.`openid` = 'ohDZg5dcGBLJ5TjSd3Q8IU6ZjA0g') LIMIT 21; args=('ohDZg5dcGBLJ5TjSd3Q8IU6ZjA0g',)
21/06/02 09:05:18 1408.139740328752896 DEBUG utils.debug_sql (0.001) UPDATE `wechat_user` SET `modify_time` = '2021-06-02 01:05:18.464655', `session_key` = 'o17wHrJ1ujdLdPAJLx65/g==' WHERE `wechat_user`.`id` = 100; args=('2021-06-02 01:05:18.464655', 'o17wHrJ1ujdLdPAJLx65/g==', 100)
21/06/02 09:05:18 1408.139740328752896 DEBUG utils.debug_sql (0.001) SELECT `wechat_user`.`id`, `wechat_user`.`create_time`, `wechat_user`.`modify_time`, `wechat_user`.`delete_status`, `wechat_user`.`remark`, `wechat_user`.`openid`, `wechat_user`.`unionid`, `wechat_user`.`session_key`, `wechat_user`.`nickname`, `wechat_user`.`gender`, `wechat_user`.`language`, `wechat_user`.`country`, `wechat_user`.`province`, `wechat_user`.`city`, `wechat_user`.`avatarurl`, `wechat_user`.`mobile` FROM `wechat_user` WHERE (NOT `wechat_user`.`delete_status` AND `wechat_user`.`openid` IN ('ohDZg5dcGBLJ5TjSd3Q8IU6ZjA0g')); args=('ohDZg5dcGBLJ5TjSd3Q8IU6ZjA0g',)
