21/04/25 04:00:27 1024.140631241037632 DEBUG utils.debug_sql (0.002) SELECT @@SQL_AUTO_IS_NULL; args=None
21/04/25 04:00:27 1024.140631241037632 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/04/25 04:00:27 1024.140631241037632 DEBUG utils.debug_sql (0.006) SHOW FULL TABLES; args=None
21/04/25 04:00:27 1024.140631241037632 DEBUG utils.debug_sql (0.005) SELECT `django_migrations`.`id`, `django_migrations`.`app`, `django_migrations`.`name`, `django_migrations`.`applied` FROM `django_migrations`; args=()
21/04/25 04:00:28 1513.140490387969856 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/04/25 04:00:28 1513.140490387969856 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/04/25 04:00:28 1513.140490387969856 DEBUG utils.debug_sql (0.000) SHOW FULL TABLES; args=None
21/04/25 04:00:28 1513.140490387969856 DEBUG utils.debug_sql (0.001) SELECT `django_migrations`.`id`, `django_migrations`.`app`, `django_migrations`.`name`, `django_migrations`.`applied` FROM `django_migrations`; args=()
21/04/25 09:43:38 1513.140490114590464 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/04/25 09:43:38 1513.140490114590464 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/04/25 09:43:38 1513.140490114590464 DEBUG utils.debug_sql (0.002) SELECT `wechat_user`.`id`, `wechat_user`.`create_time`, `wechat_user`.`modify_time`, `wechat_user`.`delete_status`, `wechat_user`.`remark`, `wechat_user`.`openid`, `wechat_user`.`unionid`, `wechat_user`.`session_key`, `wechat_user`.`nickname`, `wechat_user`.`gender`, `wechat_user`.`language`, `wechat_user`.`country`, `wechat_user`.`province`, `wechat_user`.`city`, `wechat_user`.`avatarurl`, `wechat_user`.`mobile` FROM `wechat_user` WHERE (NOT `wechat_user`.`delete_status` AND `wechat_user`.`openid` = 'ohDZg5U0Z0HgDx-zJqq2OnElfau0') LIMIT 21; args=('ohDZg5U0Z0HgDx-zJqq2OnElfau0',)
21/04/25 09:43:38 1513.140490114590464 DEBUG utils.debug_sql (0.000) SELECT VERSION(); args=None
