21/06/01 04:00:27 1021.140447136634688 DEBUG utils.debug_sql (0.010) SELECT @@SQL_AUTO_IS_NULL; args=None
21/06/01 04:00:27 1021.140447136634688 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/06/01 04:00:27 1021.140447136634688 DEBUG utils.debug_sql (0.016) SHOW FULL TABLES; args=None
21/06/01 04:00:27 1021.140447136634688 DEBUG utils.debug_sql (0.005) SELECT `django_migrations`.`id`, `django_migrations`.`app`, `django_migrations`.`name`, `django_migrations`.`applied` FROM `django_migrations`; args=()
21/06/01 04:00:28 1519.140567548045120 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/06/01 04:00:28 1519.140567548045120 DEBUG utils.debug_sql (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/06/01 04:00:28 1519.140567548045120 DEBUG utils.debug_sql (0.001) SHOW FULL TABLES; args=None
21/06/01 04:00:28 1519.140567548045120 DEBUG utils.debug_sql (0.001) SELECT `django_migrations`.`id`, `django_migrations`.`app`, `django_migrations`.`name`, `django_migrations`.`applied` FROM `django_migrations`; args=()
21/06/01 08:53:29 1519.140567356192512 DEBUG utils.debug_sql (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
21/06/01 08:53:29 1519.140567356192512 DEBUG utils.debug_sql (0.007) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
21/06/01 08:53:29 1519.140567356192512 DEBUG utils.debug_sql (0.003) SELECT `wechat_user`.`id`, `wechat_user`.`create_time`, `wechat_user`.`modify_time`, `wechat_user`.`delete_status`, `wechat_user`.`remark`, `wechat_user`.`openid`, `wechat_user`.`unionid`, `wechat_user`.`session_key`, `wechat_user`.`nickname`, `wechat_user`.`gender`, `wechat_user`.`language`, `wechat_user`.`country`, `wechat_user`.`province`, `wechat_user`.`city`, `wechat_user`.`avatarurl`, `wechat_user`.`mobile` FROM `wechat_user` WHERE (NOT `wechat_user`.`delete_status` AND `wechat_user`.`openid` = 'ohDZg5c_6AMy8uhvivrCJIcdFX8c') LIMIT 21; args=('ohDZg5c_6AMy8uhvivrCJIcdFX8c',)
21/06/01 08:53:29 1519.140567356192512 DEBUG utils.debug_sql (0.000) SELECT VERSION(); args=None
